2016_Suicide_Rate,2015_Disorder_Prevalence,2015_Unemployment,2015_Healthcare_Expenditure,2015_Gender_Ratio,Country,Code,Suicide_Classification
9.0520913084664,16.909515236500003,8.86400032043457,60.0,48.4545578446889,Afghanistan,AFG,Below
5.6,10.883378898299998,17.0799999237061,266.0,49.51459864251821,Albania,ALB,Below
3.3,14.5238817673,11.1999998092651,292.0,49.5041411878566,Algeria,DZA,Below
8.9,12.396675753,7.281000137329099,109.0,50.9910100765981,Angola,AGO,Below
0.5,13.221361178099999,10.450396517922854,657.0,52.02449812861521,Antigua and Barbuda,ATG,Below
9.1,15.7238087719,7.15100002288818,998.0,51.067922337041594,Argentina,ARG,Below
5.7,10.6803562445,18.2600002288818,366.0,53.0071598636249,Armenia,ARM,Below
11.7,18.4670826662,6.05999994277954,4934.0,50.16030978069921,Australia,AUS,Above
11.4,14.3576318739,5.71999979019165,4536.0,51.0448556419347,Austria,AUT,Above
2.6,10.427953318,4.96000003814697,368.0,50.2364649252706,Azerbaijan,AZE,Below
1.6,13.3436702844,12.0,1685.0,51.0521200088926,Bahamas,BHS,Below
5.7,14.137440953699999,1.20899999141693,1190.0,38.27648342612721,Bahrain,BHR,Below
9.48009447920933,12.546457914000001,4.42700004577637,32.0,49.539376606908,Bangladesh,BGD,Below
0.4,13.5652415499,11.3500003814697,1160.0,52.08685188312779,Barbados,BRB,Below
10.990616432902248,12.137750063199999,0.493000000715256,352.0,53.4759897796416,Belarus,BLR,Above
15.7,15.0055341155,8.47999954223633,4228.0,50.8445436103392,Belgium,BEL,Above
5.9,13.424818048299999,9.97000026702881,301.0,50.1496018503314,Belize,BLZ,Below
15.7,11.8078390606,2.62700009346008,31.0,50.1687695171371,Benin,BEN,Above
11.6,11.8817098368,2.4500000476837203,91.0,46.8567553185409,Bhutan,BTN,Above
12.9,12.7700152091,3.0699999332427996,197.0,49.922063109812896,Bolivia,BOL,Above
6.4,10.999289514,27.6940002441406,431.0,50.918577866517,Bosnia and Herzegovina,BIH,Below
11.5,12.5689739916,17.0149993896484,389.0,50.58652586123,Botswana,BWA,Above
6.1,14.6314178005,8.439999580383299,780.0,50.824106425943,Brazil,BRA,Below
4.5,11.430316378199999,6.83599996566772,812.0,48.4847178514463,Brunei,BRN,Below
7.9,11.261022600499999,9.14000034332275,572.0,51.373702314155295,Bulgaria,BGR,Below
14.8,11.842343303599998,6.49399995803833,33.0,50.20173803033529,Burkina Faso,BFA,Above
15.0,12.891930628599999,1.57099997997284,24.0,50.8271329694575,Burundi,BDI,Above
5.9,11.591853575999998,0.179000005125999,70.0,51.2259478350619,Cambodia,KHM,Below
19.5,11.820820259100001,4.2960000038147,64.0,49.97017455450911,Cameroon,CMR,Above
10.4,15.450023528900001,6.90999984741211,4508.0,50.396581824619105,Canada,CAN,Above
15.1,12.385325422100001,10.2749996185303,146.0,50.2047257688006,Cape Verde,CPV,Above
11.6,12.6957957915,6.39300012588501,17.0,50.6769864211172,Central African Republic,CAF,Above
15.5,12.082902848800002,5.65999984741211,36.0,49.9538381833815,Chad,TCD,Above
9.7,16.045631584200002,6.5100002288818395,1102.0,50.4775714344505,Chile,CHL,Above
8.0,11.4623998891,4.605000019073491,426.0,48.479223381252794,China,CHN,Below
7.0,10.018338436,8.23999977111816,374.0,50.7688719978874,Colombia,COL,Below
11.1,12.263771916300001,4.3449997901916495,59.0,49.566330304141204,Comoros,COM,Above
9.3,12.3045168247,10.0249996185303,59.0,49.9775204157862,Congo,COG,Below
7.5,11.042830185,9.26000022888184,929.0,49.966273857112206,Costa Rica,CRI,Below
9.526831607519476,11.4536633874,2.6649999618530296,519.921738185255,49.245815723814296,Cote d'Ivoire,CIV,Above
11.5,11.4686885899,16.1800003051758,852.0,51.8171564116644,Croatia,HRV,Above
10.1,14.104307184200001,2.4000000953674303,1877.2449847618236,49.961069443841,Cuba,CUB,Above
4.5,14.2233841581,14.9200000762939,1563.0,49.9221780163878,Cyprus,CYP,Below
9.84275664058781,11.3594584261,5.050000190734861,407.8517132608167,50.86271252359071,Czechia,CZE,Above
9.853730069294008,12.533246535199998,3.70700001716614,1037.1238579398523,50.134170658368504,Democratic Republic of Congo,COD,Above
9.2,14.2710913148,6.17000007629395,5497.0,50.2731645834414,Denmark,DNK,Below
8.5,12.562199227999999,5.8639998435974094,82.0,49.8000892805155,Djibouti,DJI,Below
10.5,13.5609251816,5.92000007629395,384.0,50.1718922316679,Dominican Republic,DOM,Above
10.5,13.5609251816,5.92000007629395,397.0,50.1718922316679,Dominican Republic,DOM,Above
7.2,12.7848811347,3.6199998855590803,530.0,50.006928117360104,Ecuador,ECU,Below
4.4,14.570879290699999,13.0500001907349,157.0,49.4456556715285,Egypt,EGY,Below
13.5,11.025486024300001,4.0,283.0,52.9507979353278,El Salvador,SLV,Above
22.0,12.4761420326,5.45900011062622,280.0,44.8345216015246,Equatorial Guinea,GNQ,Above
13.8,12.857784264600001,6.5560002326965305,31.0,50.46011880382257,Eritrea,,Above
14.4,12.070548343499999,6.19000005722046,1112.0,53.2293036728426,Estonia,EST,Above
16.7,12.516171367699997,26.3320007324219,138.41954289169644,51.5448660893667,Eswatini,SWZ,Above
11.4,12.875781791600001,4.97200012207031,24.0,50.07572765367371,Ethiopia,ETH,Above
5.5,11.1347710319,6.09899997711182,175.0,49.15305152531429,Fiji,FJI,Below
11.7,14.9434476224,9.38000011444092,4005.0,50.787016633442605,Finland,FIN,Above
12.1,16.408130651799993,10.3599996566772,4026.0,50.8623451043847,France,FRA,Above
9.6,12.3034683126,20.0049991607666,198.0,48.6129258545067,Gabon,GAB,Above
10.0,12.235756869300001,9.420000076293949,32.0,50.4972228739715,Gambia,GMB,Above
6.7,10.763868148199998,11.960000038147,281.0,52.2730384305572,Georgia,GEO,Below
9.1,15.1935269516,4.61999988555908,4592.0,50.816276424237095,Germany,DEU,Below
8.7,11.486121943699999,2.15400004386902,80.0,50.2446486617394,Ghana,GHA,Below
3.8,15.561401608699999,24.899999618530302,1505.0,50.76180246702501,Greece,GRC,Below
1.7,13.390952379500003,9.694350424491184,460.0,49.840396154530204,Grenada,GRD,Below
9.230368682754188,11.410118676700002,6.900000095367429,316.9688099526966,49.3232302006205,Guam,GUM,Below
2.9,11.2098413865,2.70000004768372,224.0,50.8073410583344,Guatemala,GTM,Below
10.5,11.646420213599999,4.52699995040894,25.0,49.887483258948,Guinea,GIN,Above
7.4,11.7338131199,6.19600009918213,39.0,50.843307759041394,Guinea-Bissau,GNB,Below
9.121990426750619,14.5649631561,11.809000015258801,184.0,49.6365713571906,Guyana,GUY,Below
12.2,13.495845758700002,14.0450000762939,54.0,50.5425087743327,Haiti,HTI,Above
3.4,10.6982047724,4.59000015258789,177.0,50.14751435219729,Honduras,HND,Below
13.6,11.400714013699998,6.80999994277954,894.0,52.4696732170705,Hungary,HUN,Above
13.3,14.2047059701,3.9800000190734903,4375.0,49.8284565327326,Iceland,ISL,Above
16.5,14.5420878615,3.49000000953674,63.0,48.1637654142764,India,IND,Above
3.7,10.6793794517,4.51000022888184,112.0,49.628950977679104,Indonesia,IDN,Below
9.362012344505809,17.7888930456,11.0600004196167,366.0,49.670479613458006,Iran,IRN,Below
4.1,13.6502669123,8.08699989318848,154.0,49.397125622825605,Iraq,IRQ,Below
10.9,15.6244873954,9.39999961853027,4757.0,50.402756702611896,Ireland,IRL,Above
5.2,12.8065290858,5.25,2756.0,50.40560209529259,Israel,ISR,Below
5.5,14.878477122,11.8999996185303,2700.0,51.328364788697606,Italy,ITA,Below
2.0,13.250370663699998,13.5100002288818,294.0,50.240831498037004,Jamaica,JAM,Below
14.3,12.2902300092,3.32999992370605,3733.0,51.1420464686377,Japan,JPN,Above
3.7,14.338575662,13.0749998092651,257.0,49.33046790548671,Jordan,JOR,Below
10.06135518692293,11.2357331523,4.92999982833862,379.0,51.576082669845704,Kazakhstan,KAZ,Above
5.6,12.330247538,11.588000297546401,70.0,50.298733386361796,Kenya,KEN,Below
15.2,11.380451757100001,7.026088365905636,108.0,50.7054532514901,Kiribati,KIR,Above
2.2,14.085745242,2.2000000476837203,1169.0,42.553308257457,Kuwait,KWT,Below
9.1,11.018725932999999,7.55999994277954,92.0,50.4205593375255,Kyrgyzstan,KGZ,Below
9.3,12.0836973755,0.6499999761581421,939.4264092900639,50.1560330217375,Laos,LAO,Below
17.2,11.6240289698,9.86999988555908,784.0,54.1033198221278,Latvia,LVA,Above
3.2,15.9950083985,6.627999782562259,645.0,49.7685545967111,Lebanon,LBN,Below
28.9,14.0833177716,26.975000381469698,91.0,51.499158716356106,Lesotho,LSO,Above
13.4,12.0622433213,2.2720000743866,69.0,49.589343100084,Liberia,LBR,Above
5.5,14.484839223500002,18.357000350952102,1345.8402951069238,49.5054731001007,Libya,LBY,Below
25.7,12.193709891400001,9.11999988555908,923.0,53.949551743485095,Lithuania,LTU,Above
10.4,14.6253054384,6.67000007629395,6236.0,49.811113012822396,Luxembourg,LUX,Above
6.9,12.5914389785,1.79999995231628,21.0,50.145452189643706,Madagascar,MDG,Below
7.8,12.2517360552,5.883999824523929,34.0,50.481802084330305,Malawi,MWI,Below
6.2,12.163084375,3.0999999046325697,386.0,48.3226085761841,Malaysia,MYS,Below
2.7,11.1230067683,5.05299997329712,944.0,43.4365185967696,Maldives,MDV,Below
8.9,11.186712919000001,7.73000001907349,42.0,49.99033370500529,Mali,MLI,Below
6.5,14.322612635699999,5.389999866485599,2304.0,49.8380560174175,Malta,MLT,Below
7.5,11.272221670999999,9.85099983215332,54.0,49.640775088001,Mauritania,MRT,Below
7.3,11.367480416500001,7.92000007629395,506.0,50.4711157268569,Mauritius,MUS,Below
5.2,10.840333088800001,4.34000015258789,535.0,50.212929523528096,Mexico,MEX,Below
13.4,11.5751420965,3.6900000572204603,186.0,51.9572786565197,Moldova,MDA,Above
13.3,11.2506194028,4.8600001335144,152.0,50.4868190680431,Mongolia,MNG,Above
7.9,11.2382090635,17.520000457763697,382.0,50.6780732182172,Montenegro,MNE,Below
3.1,16.320930381500002,9.65999984741211,160.0,50.520782227695,Morocco,MAR,Below
8.582851508705188,12.7346054203,25.2999992370605,28.0,51.2316599070462,Mozambique,MOZ,Below
8.1,10.5707886966,0.769999980926514,59.0,51.161532974842,Myanmar,MMR,Below
11.5,12.05323876,19.591999053955103,423.0,51.4035344488169,Namibia,NAM,Above
9.6,12.901974898299999,3.10199999809265,44.0,51.482287290045605,Nepal,NPL,Above
9.6,16.0138385423,6.869999885559079,4746.0,50.2884495266757,Netherlands,NLD,Above
11.6,18.698227018900003,5.369999885559079,3554.0,50.8300417355885,New Zealand,NZL,Above
11.9,10.9691740523,4.478000164031981,163.0,50.707732334807204,Nicaragua,NIC,Above
9.0,12.0360335039,0.33500000834465,26.0,49.9033998304163,Niger,NER,Below
17.3,12.093469841300001,4.30999994277954,97.0,49.34990222828571,Nigeria,NGA,Above
10.6,11.8513749377,4.5229997634887695,686.6838145948886,51.0972940965261,North Korea,PRK,Above
6.2,11.0017064698,26.0699996948242,295.0,50.00699750350229,North Macedonia,MKD,Below
10.1,16.039615803,4.30000019073486,7464.0,49.654709666302395,Norway,NOR,Above
3.5,13.619093259200001,3.31800007820129,636.0,35.1600107719133,Oman,OMN,Below
9.233303524940101,12.0148229,3.5699999332427996,38.0,48.6291746416603,Pakistan,PAK,Below
8.353283655227408,16.030652394,25.8199996948242,1815.1522656044845,49.2843484847575,Palestine,PSE,Below
4.4,10.7526583029,4.53000020980835,921.0,49.8590034835323,Panama,PAN,Below
7.0,11.3611595012,2.6380000114440896,77.0,49.1298798736235,Papua New Guinea,PNG,Below
9.3,14.188313439100002,4.55999994277954,321.0,49.2534629207692,Paraguay,PRY,Below
5.1,12.0961630972,3.0,323.0,50.048529675448705,Peru,PER,Below
3.7,10.859036955999999,3.0399999618530296,127.0,49.6267060824156,Philippines,PHL,Below
13.4,10.9932503901,7.5,797.0,51.695671638744706,Poland,POL,Above
8.6,15.423578443499999,12.4399995803833,1722.0,52.622877290057104,Portugal,PRT,Below
9.919011932725093,13.554245412900002,12.0,1233.3149270068952,51.937063437687705,Puerto Rico,PRI,Above
5.8,13.596093529700001,0.159999996423721,2030.0,24.596500560136,Qatar,QAT,Below
8.0,10.8206499928,6.80999994277954,442.0,51.5349893492958,Romania,ROU,Below
26.5,11.7178379839,5.57000017166138,524.0,53.5419379004908,Russia,RUS,Above
11.0,12.6850249918,1.16499996185303,57.0,50.976332180121204,Rwanda,RWA,Above
7.3,13.5092508734,24.0900001525879,482.0,51.0109645781487,Saint Lucia,LCA,Below
2.4,13.420005384000001,17.988000869751,284.0,49.5468664352275,Saint Vincent and the Grenadines,VCT,Below
5.4,11.00362242,8.76099967956543,223.0,48.4144352457832,Samoa,WSM,Below
9.032165913982883,11.3377828538,13.4329996109009,160.0,50.2114559522166,Sao Tome and Principe,STP,Below
3.4,13.5943589806,5.59000015258789,1194.0,43.3006328522271,Saudi Arabia,SAU,Below
11.8,11.4384391252,4.84999990463257,36.0,50.9181917783085,Senegal,SEN,Above
10.9,11.2089322661,17.9200000762939,491.0,51.1280864490437,Serbia,SRB,Above
8.3,10.8168122964,7.189260225687583,492.0,50.4443188000725,Seychelles,SYC,Below
16.1,11.7498890324,4.70300006866455,107.0,50.5104996139299,Sierra Leone,SLE,Above
7.9,12.441376926599998,1.6900000572204599,2280.0,50.6094484242901,Singapore,SGP,Below
10.1,11.0901882647,11.479999542236301,1108.0,51.3970769513327,Slovakia,SVK,Above
13.3,11.575932993199999,8.96000003814697,1772.0,50.388690501723794,Slovenia,SVN,Above
5.9,11.4126131456,2.03699994087219,152.0,49.1683064499656,Solomon Islands,SLB,Below
8.3,13.3646088415,6.080999851226809,1342.517152534172,50.1799020227456,Somalia,SOM,Below
12.8,12.748124176500001,25.1599998474121,471.0,50.8976035365901,South Africa,ZAF,Above
9.710088614701467,11.7667980483,3.6300001144409197,651.7336819445572,49.94499310565761,South Korea,KOR,Above
6.1,12.320037376199998,11.9940004348755,28.0,49.9242096974725,South Sudan,SSD,Below
9.19997567474934,16.1579878023,22.059999465942397,2354.0,50.928110323142796,Spain,ESP,Below
14.2,11.5496178206,4.67000007629395,118.0,51.825708553232495,Sri Lanka,LKA,Above
9.5,16.072511869,12.7849998474121,152.0,50.0489070516586,Sudan,SDN,Below
23.2,14.4066586193,7.21999979019165,577.0,49.7845279499064,Suriname,SUR,Above
13.8,15.5853627856,7.400000095367429,5600.0,50.01819008267679,Sweden,SWE,Above
11.240656131632077,14.8508123767,4.800000190734861,9818.0,50.5144130116996,Switzerland,CHE,Above
3.3,10.6994019918,10.3629999160767,63.0,49.7306766160017,Tajikistan,TJK,Below
9.6,12.3644452778,2.1180000305175803,1028.4212972760397,50.58110390634911,Tanzania,TZA,Above
12.9,11.8264900566,0.6000000238418579,217.0,51.170083984738596,Thailand,THA,Above
9.499510222798666,11.6957760778,3.29500007629395,613.4106778871046,49.217234065870294,Timor,TLS,Below
16.6,11.7919174979,1.8420000076293899,37.0,50.1710304947979,Togo,TGO,Above
4.0,10.9716239498,1.0980000495910602,221.0,49.8589801444043,Tonga,TON,Below
12.9,14.0318354441,3.39000010490417,1146.0,50.6587799336809,Trinidad and Tobago,TTO,Above
3.2,15.304325096800001,15.220000267028801,258.0,50.589608823611094,Tunisia,TUN,Below
7.2,14.3443786529,10.239999771118198,455.0,50.808273384397104,Turkey,TUR,Below
7.2,10.6582663072,3.57500004768372,405.0,50.764930203858604,Turkmenistan,TKM,Below
20.0,13.510079271199999,1.9049999713897698,46.0,50.274873248428,Uganda,UGA,Above
18.5,12.140230125999999,9.14000034332275,125.0,53.788570547968504,Ukraine,UKR,Above
2.7,12.2684009801,1.93299996852875,1402.0,26.868044393534603,United Arab Emirates,ARE,Below
7.6,14.6442867415,5.300000190734861,4356.0,50.7141036397797,United Kingdom,GBR,Below
13.7,17.3299790504,5.28000020980835,9536.0,50.530032329281504,United States,USA,Above
10.41098500834365,13.8278908629,7.34200000762939,1580.2565499307075,52.2981662300548,United States Virgin Islands,VIR,Above
16.5,15.7333756223,7.4899997711181605,1281.0,51.73033799545689,Uruguay,URY,Above
7.4,10.7453806307,7.93900012969971,134.0,50.1755245033601,Uzbekistan,UZB,Below
5.4,11.209604060799998,5.263999938964839,99.0,49.355449484699704,Vanuatu,VUT,Below
3.8,11.1123687207,6.82000017166138,973.0,50.212947246511604,Venezuela,VEN,Below
7.0,9.72627841988,2.11999988555908,117.0,50.535655760993,Vietnam,VNM,Below
9.595586879694226,12.9595187087,5.446447205366809,1162.1567784742147,49.5613683493283,World,OWID_WRL,Above
9.8,15.8436297371,13.807000160217301,72.0,49.47085590044029,Yemen,YEM,Above
11.3,12.232801198699999,7.75,69.0,50.3847656658807,Zambia,ZMB,Above
19.1,11.5885366949,5.08599996566772,94.0,51.3349971849061,Zimbabwe,ZWE,Above
9.547491323738067,12.877918996013385,9.5600004196167,963.8212170098786,50.41984989221311,Channel Islands,OWID_CIS,Above
8.270541563324706,13.226561279857611,21.371000289917,595.233928891168,49.0161549375914,French Polynesia,PYF,Below
11.037824655849109,12.669904938398298,3.29999995231628,1209.2957517195791,53.77887783313021,Hong Kong,HKG,Above
10.600729148182028,12.643002393442108,1.8099999427795401,1218.9427813373495,52.0331210021499,Macao,MAC,Above
8.912480627130108,13.028683312031585,14.578000068664599,801.526128054853,49.526180831692,New Caledonia,NCL,Below
